no	label	annotate	sentence
cj99	0	*	Which problem the sooner you solve, will the more easily you satisfy the folks up at corporate headquarters?
ks08	0	*	Fifteen dollars in a week are not much.
r-67	1		If he sees a hot dog, he'll bring me one.
ks08	0	*	There tried to be riots in Seoul.
b_73	1		More caviar than mush is eaten by Jack.
c_13	1		Jean wants Brian to leave.
ad03	0	*	Aphrodite wanted to live and Ishtar tried to do
ad03	1		Julie and Fraser ate those delicious pies in Julie's back garden.
c_13	1		The soldier was given the medal.
bc01	1		Someone stole my car.
r-67	1		I can't remember the name of anybody who had any misgivings.
ad03	1		I'd planned to have finished, and finished I have
ks08	0	*	I believe that the problem is not easy to be obvious.
l-93	1		He waltzed her across the floor.
b_73	0	*	They may grow as much as bamboo high.
bc01	1		Why did John leave?
b_82	1		I worded the telegram tersely.
l-93	1		1492 saw the beginning of a new era.
l-93	1		Sharon shivered.
l-93	1		Sarah sang a hymn.
l-93	1		The bandits murdered innocent victims.
cj99	1		Mary gets depressed and she listens to the Grateful Dead.
ad03	1		You said that Anson thought that Julie had fainted
c_13	1		Gene Simmons was originally named Haim Goldberg.
ks08	1		Hardly any of the citizens ever say anything.
ks08	1		John bothers me.
sgww85	0	*	Either the boys or the girls is going to be there.
c_13	1		Steve swatted Jennifer.
ad03	0	*	Those monkey are eating the banana.
l-93	1		Paula swatted flies.
l-93	1		Oil gushed from the well.
ks08	1		Everyone of us be given a prize.
bc01	1		I saw him kissing Mary.
r-67	1		The reporters expected that the principal would fire some teacher.
sks13	1		The pictures of Bill, she put on your desk.
ad03	0	*	Owners of a pig loves to eat truffles
sgww85	0	*	John left at 11 and at 12, Bill.
ad03	1		Gilgamesh loved Ishtar and Aphrodite did too
ks08	1		I saw him leaving the main building.
r-67	0	*	They can't stand each other, them.
l-93	1		That chisel carved the statue.
l-93	0	*	We rummaged papers through the desk.
sks13	1		The builder of his house visited Peter.
ad03	1		There arrived a new actor.
bc01	1		The tree changed from a maple into an oak.
bc01	0	*	the branch dropped bare of its apple.
d_98	1		A student must work hard.
l-93	0	*	I detached the handle and the box.
bc01	1		I consider Bill intelligent and I consider Sally not.
l-93	1		Paul breathed.
l-93	1		Carol cut the bread with a knife.
m_02	1		Fanny loved talking to Mary.
c_13	1		Marilyn Monroe is Norma Jeane Baker.
b_82	1		It is obvious that John is a fool.
c_13	1		John paid a dollar for a head of lettuce.
c_13	1		I ordered that John drink his beer.
l-93	1		That pea soup tasted delicious to me.
ad03	1		Anson danced extremely frantically at Trade.
l-93	0	*	There lay a dog in the comer.
gj04	1		Bill wriggled himself loose.
ad03	1		Gilgamesh should be slowly tickling the mandrake
c_13	1		To find a new mate, go to a dating service.
c_13	1		Which pictures of himself did Chris like?
ks08	0	*	There sings a man loudly.
b_73	1		They think she has too much independence.
ad03	0	*	What I said that was we would go.
sgww85	0	*	Kim to beat his dog and alienated cats.
c_13	1		Jean is likely to dance.
ks08	1		That he won the election surprised everybody.
r-67	1		Fluffy is sick, which I'm not sure you know Sarah expects me to believe Joan realizes.
c_13	1		I asked where you found it.
l-93	1		The rats ran through the maze.
m_02	1		Some gifts get used a dozen or so times a year.
l-93	0	*	Books send easily to children.
ad03	1		The book was donated to the hospital.
cj99	1		The man that arrived on the train was my brother.
l-93	1		A wonderful opportunity presented itself yesterday.
bc01	0	*	John wonders where him to go.
ad03	1		I asked who Medea gave what?
ks08	1		She thought it was easy for everyone to fit into the car.
r-67	1		I explained it to Bill that she was lying.
bc01	1		The man with a book.
cj99	1		The harder it rains, how much faster a flow do you see in the river?
kl93	1		I'm glad a linguist likes me.
r-67	1		That piano, the boy's loud playing of which drove everyone crazy, was badly out of tune.
r-67	1		Beans I don't think you'll be able to convince me Harry has ever tasted in his life.
c_13	1		Robert thinks that student should eat asparagus.
bc01	0	*	John fed the baby rice up.
sks13	1		Mary won't have been eating cake, but John will.
bc01	1		I believed these students to all like John.
bc01	0	*	David is a great artist, and when he does, his eyes squint at you.
c_13	0	*	Calvin ate not his dinner.
ks08	1		Jane stood aside to let her pass.
bc01	0	*	Fruit fell against the house against the ground.
c_13	1		People from Tucson think very highly of themselves.
ks08	0	*	It seems to be a fountain in the park.
ks08	0	*	On whom does Dana believe Chris knows Sandy trusts?
l-93	1		Megan marveled at the beauty of the Grand Canyon.
sks13	0	*	Bill examined a book.
bc01	1		Mary criticized him.
bc01	1		The electric main joins the house circuit in the basement.
c_13	1		Heidi thinks that Andy eats salmon flavored candy bars.
b_73	1		Hilda is such a scholar.
ks08	1		John has two sisters, who became lawyers.
rhl07	0	*	Jill offered the ball at Bob.
ad03	0	*	Jason thinks who Medea had poisoned.
c_13	1		He blew up the building.
sgww85	1		Pat has become a Republican.
ks08	1		I was born in 1970.
l-93	0	*	There appeared the ship on the horizon.
ks08	1		much evidence is needed.
sks13	1		There are 3 firemen available.
ad03	0	*	Ron asked that the potion was ready
cj99	0	*	The more he eats, the fatter he goes to a doctor when he gets.
ad03	1		Has Jenny eaten a cake?
l-93	1		I funneled the mixture into the bottle.
cj99	1		This problem, the sooner you solve the more easily you'll satisfy the folks up at corporate headquarters.
ks08	1		The senator should not have forgotten the concerns of her constituents.
ad03	0	*	Julie became a fond.
c_13	1		I asked who she kissed.
ks08	1		There is believed to be a sheep in the park.
sgww85	1		You or Kerry have perjured yourselves.
ad03	0	*	I saw him ever.
l-93	1		Celia brushed the baby's hair.
ks08	1		A review copy of the book was sent to her by the publisher.
c_13	1		The Canadian bought himself a barbecue.
ad03	0	*	There was he in the garden.
bc01	1		This information could have been released by Gorbachev, but he chose not to.
ks08	0	*	We had hoped to get three new equipments every month, but we only had enough money to get an equipment every two weeks.
m_02	1		To what place did you travel?
r-67	1		A girl came in who had worn this coat.
ad03	0	*	The owl hated the evil and the wise eagle.
b_73	1		There is bread enough for all of you.
sks13	1		Susan hopes to sleep.
b_73	0	*	Mary has more than just Bill and Pete friends.
ad03	1		Jason thought of defending the dragon
l-93	0	*	I admired him a teacher.
l-93	1		Martha carved beautiful toys out of this wood.
bc01	0	*	There is too likely to be a riot to be a serious discussion of the issues.
ks08	1		We found out that very lucrative jobs were in jeopardy.
r-67	1		Seven pine trees are behind that barn.
c_13	1		We ate at a really fancy restaurant.
r-67	1		My sister arrived at a time when no buses were running, and my brother arrived at a time when no buses were running too.
l-93	1		Smith inscribed the ring with his name.
ks08	1		John made Kim a great doll.
l-93	0	*	Amanda drove at the package to New York.
r-67	1		The curtain which Fred tore in rolling the wallpaper up was the kind gift of my maternal Aunt Priscilla.
cj99	0	*	It is important for the more you to eat, the more careful to be.
b_73	1		He's such a tall man.
l-93	1		Jackie chased the thief down the street.
c_13	1		I knew the man with the brown hair.
ad03	1		Benjamin gave Lee the cloak.
bc01	0	*	him belief that Mary kissed Bill is mistaken.
ks08	1		That tall woman chased a cat.
ad03	1		We donated a chopper to the new hospital
ad03	1		Gilgamesh may seek Ishtar
sks13	0	*	There run many people.
r-67	1		The scenes to which the censors took objection had to do with the mixed marriage of a woman and a giant panda.
ks08	1		The government kept all the money.
ks08	1		This theorem will take only five minutes to prove.
bc01	1		Every politician is worried when the press starts attacking him.
ad03	1		His book
r-67	0	*	The only girl who it bothers me to wear that old fedora is Annabelle.
ks08	1		We persuaded the dentist to examine us.
l-93	1		A cat jumped on the table.
r-67	1		They said that Tom would pay up, and pay up he did.
ad03	1		These ones are to be smuggled from Hungary.
ks08	1		The events have been described well.
bc01	0	*	He sees often Mary.
bc01	0	*	Mary claimed that would eat cabbage, Holly.
ad03	1		The poem that Homer wrote.
cj99	1		Whenever Bill smokes, Susan hates him a lot more.
bc01	0	*	I aren't going.
ad03	1		Which ode did which poet write?
ad03	1		I want to kiss pigs
ks08	1		John asks in which box he put the book.
ks08	1		The new policy was approved by the executive committee.
ks08	1		Would you mind taking out the garbage?
ks08	1		The piano kicked a student.
bc01	0	*	How do you wonder who could solve this problem.
ks08	1		Harry says that Sally dislikes him.
l-93	1		The guests drank the teapot dry.
rhl07	1		Where did you throw the ball? To third base.
ad03	0	*	What a kind of actor is he?
r-67	1		The more contented we pretended to be, the more we grew angry at the doctors.
m_02	1		Hartfield House is in Surrey.
ad03	0	*	Danced extremely, Anson frantically at Trade
ad03	1		The amoeba coughed and then it fainted.
c_13	1		The tuna must have been eaten.
l-93	1		Plays and ballets alternate.
l-93	1		The price of meat fell.
ad03	1		She has kissed her.
c_13	1		Sorry, I gave last week.
ks08	0	*	They said him to be rich.
r-67	0	*	I have some voice exercises to play the guitar and sing.
b_73	0	*	Mary speaks so much gently.
ad03	0	*	Anson is incredibly difficult to be pleased.
l-93	1		The mouse nibbled the cheese.
ks08	0	*	They can very.
l-93	1		Martha carved a piece of wood for the baby.
d_98	1		Every student in Mary's class happened to vote Republican.
c_13	1		Calvin did not do a back flip.
ks08	0	*	Kim lives in the house Lee sold it to her.
bc01	1		Give the baby the bottle full.
ad03	1		What I said was that we would go.
m_02	1		To whom did John send a book?
r-67	1		I ran an old man down.
d_98	1		Any pilot except Sue could be flying this plane.
bc01	1		Mary plays the violin beautifully.
gj04	1		The weights stretched the rope over the pulley.
ks08	0	*	Who do you believe that invited Sara?
c_13	1		Martha said John sang the aria from La Bohème.
sks13	0	*	I sent to you recipes.
c_13	1		I discovered an old English poem.
bc01	0	*	It's we go to the meeting, that Sally will tell us when.
bc01	0	*	Mary desired John to go abroad.
bc01	0	*	The farm finally reached John after much litigation.
r-67	1		I found to be delicious some fruit which I picked up on the way home.
bc01	0	*	The writers didn't so believe the boy.
ks08	1		This is the gold that John put under the bathtub.
c_13	1		Susan forgave Louis.
l-93	0	*	On the table jumped a cat.
ks08	0	*	John expect to must leave.
c_13	1		I am drinking lemonade and eating a brownie.
gj04	0	*	This building is taller and taller.
bc01	1		Mary wants to wear nice blue German dress.
ks08	1		The child was never running to the car.
sks13	1		We think that Bill left.
bc01	1		The child became a man.
bc01	0	*	John tries to meet often Mary.
sks13	1		The door opens, closes.
c_13	1		Gabrielle's mother is an axe murderer.
l-93	1		Birds sang in the trees.
r-67	1		Wilt is taller than I believe that Bill is.
b_73	1		She has enough problems as it is.
c_13	1		Heidi saw drawings of her.
r-67	0	??	This rock is too heavy for me to begin to decide about helping Bob to try to pick up.
b_73	0	*	We ate enough a pudding to satisfy us.
